transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount
T100192,2025-05-28,INV-310619,PO-429593,V1121,Vendor_121,58429.61854592813,Utilities,P001,CC0131,0,41,Quarterly,73908.24636700138
T100193,2024-11-30,INV-151990,PO-434023,V1072,Vendor_072,155887.99070425684,Packaging,P001,CC0104,0,110,Ad-hoc,174619.94120113904
T100194,2026-02-09,INV-659140,PO-105030,V1191,Vendor_191,52121.400189479216,IT Services,P007,CC0178,0,18,Ad-hoc,44806.07380085442
T100195,2024-05-13,INV-244005,PO-811812,V1017,Vendor_017,111237.73450798691,Raw Material,P003,CC0131,0,43,Quarterly,138369.47017806437
T100196,2024-11-16,INV-504788,PO-699456,V1068,Vendor_068,61054.52172845622,Maintenance,P001,CC0164,0,89,One-off,55347.61751878765
T100197,2024-06-05,INV-955393,PO-984701,V1023,Vendor_023,73696.41362190137,Utilities,P010,CC0115,0,32,Quarterly,74413.24134438904
T100198,2024-11-13,INV-898886,PO-362431,V1067,Vendor_067,62005.55735111529,Raw Material,P009,CC0121,0,90,Quarterly,61232.577931209
T100199,2026-02-11,INV-544456,PO-458835,V1192,Vendor_192,91484.58921052866,Services,P001,CC0175,0,40,Monthly,114738.00706293285
T100200,2024-12-03,INV-758495,PO-717946,V1073,Vendor_073,50000.0,Logistics,P010,CC0102,0,56,Monthly,42969.90078202953
T100201,2026-01-03,INV-840789,PO-406666,V1181,Vendor_181,50000.0,IT Services,P001,CC0149,0,118,Monthly,44999.20240598938
T100202,2025-03-07,INV-645879,PO-386862,V1099,Vendor_099,50000.0,Services,P008,CC0175,1,86,Monthly,54804.8055001193
T100203,2025-08-03,INV-285960,PO-253083,V1139,Vendor_139,62934.840235705116,Logistics,P008,CC0146,0,109,One-off,77533.79873299775
T100204,2025-02-07,INV-830294,PO-989225,V1091,Vendor_091,53615.34574122694,Packaging,P003,CC0116,0,15,One-off,41226.47216368508
T100205,2024-09-21,INV-179669,PO-527815,V1053,Vendor_053,85403.07944791204,Raw Material,P002,CC0163,0,98,Monthly,70536.97491747235
T100206,2025-09-19,INV-570181,PO-792625,V1152,Vendor_152,114963.02683983374,Services,P006,CC0111,0,58,Quarterly,145867.46698083705
T100207,2026-02-16,INV-802492,PO-688615,V1193,Vendor_193,50000.0,Services,P009,CC0158,0,89,One-off,58318.91313213292
T100208,2024-09-19,INV-613550,PO-639464,V1052,Vendor_052,50000.0,IT Services,P001,CC0142,0,32,Quarterly,45382.09302463649
T100209,2025-09-30,INV-413950,PO-381507,V1155,Vendor_155,294768.82291841385,Utilities,P009,CC0154,0,85,One-off,45729.044242388845
T100210,2024-09-17,INV-474673,PO-383806,V1052,Vendor_052,165245.32971524054,Services,P007,CC0192,0,118,One-off,162224.6983631074
T100211,2025-08-16,INV-513823,PO-537098,V1143,Vendor_143,69726.43196157676,Logistics,P010,CC0188,0,54,Ad-hoc,76997.48335825415
T100212,2025-10-07,INV-769634,PO-221799,V1157,Vendor_157,76107.42895358166,Packaging,P003,CC0171,0,45,One-off,78894.83787488285
T100213,2025-02-02,INV-992915,PO-583364,V1089,Vendor_089,50000.0,Utilities,P007,CC0149,0,58,One-off,58283.598574953634
T100214,2025-08-30,INV-800723,PO-181787,V1147,Vendor_147,59839.12591442046,Packaging,P005,CC0179,0,16,Ad-hoc,43832.16422432157
T100215,2024-09-25,INV-384877,PO-347713,V1054,Vendor_054,77236.23507925453,Raw Material,P007,CC0110,0,63,One-off,92021.13855251147
T100216,2024-05-07,INV-200082,PO-669743,V1015,Vendor_015,496328.9502996066,IT Services,P002,CC0126,0,15,One-off,38774.03728203954
T100217,2024-05-20,INV-525830,PO-121160,V1019,Vendor_019,102524.0631465103,Raw Material,P005,CC0146,0,79,Quarterly,125959.45999417378
T100218,2025-01-31,INV-872194,PO-140474,V1089,Vendor_089,190216.00290824598,Packaging,P010,CC0183,0,119,Monthly,138087.8135156848
T100219,2025-12-29,INV-671329,PO-294061,V1180,Vendor_180,50000.0,Services,P009,CC0138,0,89,Quarterly,38834.972941364074
T100220,2024-06-12,INV-389628,PO-780394,V1025,Vendor_025,50000.0,Packaging,P003,CC0141,0,119,Ad-hoc,40405.53115451144
T100221,2025-02-06,INV-180161,PO-822833,V1091,Vendor_091,50000.0,Utilities,P001,CC0195,0,47,Monthly,41691.523464189464
T100222,2025-08-06,INV-327004,PO-100858,V1140,Vendor_140,133666.02004071313,Services,P005,CC0197,0,93,Monthly,125787.37637636755
T100223,2024-08-05,INV-744788,PO-350255,V1040,Vendor_040,100828.6336747915,Raw Material,P003,CC0103,0,63,Monthly,110234.8566634618
T100224,2025-08-19,INV-702991,PO-151045,V1144,Vendor_144,55951.252027474206,Services,P003,CC0156,0,52,Monthly,69131.24248825069
T100225,2024-10-20,INV-506557,PO-112439,V1061,Vendor_061,60978.69575286435,Maintenance,P002,CC0169,0,72,Quarterly,61875.185395505745
T100226,2025-10-22,INV-400497,PO-947859,V1161,Vendor_161,50000.0,Logistics,P006,CC0160,0,76,One-off,50974.69222541624
T100227,2025-05-07,INV-257512,PO-482453,V1115,Vendor_115,93434.27985393636,Utilities,P001,CC0196,0,-4,One-off,83304.42102612706
T100228,2025-04-14,INV-975216,PO-815723,V1109,Vendor_109,50000.0,Utilities,P010,CC0191,1,81,Ad-hoc,59020.41272917546
T100229,2024-07-18,INV-487487,PO-714223,V1035,Vendor_035,52573.19826993469,Services,P001,CC0125,0,58,Monthly,40286.40741512742
T100230,2025-02-12,INV-790490,PO-504577,V1092,Vendor_092,81177.62108513458,Services,P002,CC0194,0,6,Quarterly,71490.03870379369
T100231,2025-11-26,INV-514600,PO-777167,V1171,Vendor_171,54502.537050784216,Services,P006,CC0142,0,13,Ad-hoc,41323.215792882
T100232,2024-03-25,INV-612291,PO-323820,V1003,Vendor_003,53237.430206727164,Raw Material,P002,CC0101,0,8,Monthly,44107.66298103716
T100233,2025-09-15,INV-676662,PO-472508,V1151,Vendor_151,60191.570872524004,Services,P006,CC0136,0,96,Monthly,63319.049471017526
T100234,2025-03-05,INV-420248,PO-440793,V1098,Vendor_098,4996076.698523432,Logistics,P001,CC0123,0,41,Quarterly,69115.1136437737
T100235,2025-08-18,INV-943419,PO-614671,V1143,Vendor_143,136386.2943096279,Maintenance,P009,CC0192,0,46,Quarterly,103704.13895929744
T100236,2025-07-08,INV-511577,PO-289450,V1132,Vendor_132,80237.24729263305,Maintenance,P006,CC0161,0,38,One-off,95927.35911632603
T100237,2025-01-20,INV-788558,PO-770956,V1086,Vendor_086,89469.86215103706,Utilities,P004,CC0130,0,84,Quarterly,68979.42751562815
T100238,2024-10-22,INV-924716,PO-857747,V1061,Vendor_061,54180.317133282995,Logistics,P007,CC0100,0,50,One-off,57692.93599261543
T100239,2025-06-11,INV-444204,PO-900316,V1125,Vendor_125,50000.0,Utilities,P006,CC0136,0,118,Monthly,45560.335486825104
T100240,2024-06-21,INV-310609,PO-904637,V1028,Vendor_028,83032.9765843221,IT Services,P009,CC0131,0,29,Ad-hoc,102779.90174906743
T100241,2025-05-11,INV-972682,PO-675908,V1116,Vendor_116,65226.45468343591,Maintenance,P008,CC0144,0,113,One-off,73349.10652568596
T100242,2024-05-19,INV-807309,PO-818135,V1018,Vendor_018,50000.0,Packaging,P009,CC0119,0,70,Ad-hoc,36782.906945391805
T100243,2025-06-28,INV-811747,PO-721775,V1129,Vendor_129,50815.9310773096,Packaging,P009,CC0153,0,73,Monthly,62873.579225458714
T100244,2025-06-12,INV-951438,PO-957953,V1125,Vendor_125,57443.17563159288,Services,P002,CC0152,0,88,Ad-hoc,54475.6230776484
T100245,2024-05-11,INV-125156,PO-188807,V1016,Vendor_016,496213.19765550847,Utilities,P008,CC0172,0,103,One-off,43946.82346952295
T100246,2025-09-14,INV-950253,PO-278578,V1151,Vendor_151,125601.28919702268,Utilities,P010,CC0159,0,103,Quarterly,138622.2759920409
T100247,2025-01-08,INV-204927,PO-478404,V1083,Vendor_083,76108.8261789577,Maintenance,P002,CC0172,0,106,Ad-hoc,86062.6697485462
T100248,2025-10-06,INV-230772,PO-658845,V1157,Vendor_157,118965.33878410731,Services,P009,CC0118,1,43,Quarterly,104921.53599306651
T100249,2024-04-10,INV-296209,PO-900062,V1008,Vendor_008,68303.25015107868,Maintenance,P007,CC0113,0,91,Ad-hoc,62223.84612285538
T100250,2024-07-20,INV-201979,PO-185217,V1035,Vendor_035,62360.91015338771,Raw Material,P007,CC0153,0,27,One-off,49501.984821919425
T100251,2025-03-06,INV-175153,PO-244647,V1098,Vendor_098,50000.0,Packaging,P008,CC0199,0,53,Ad-hoc,52803.30694427523
T100252,2024-07-26,INV-212643,PO-874600,V1037,Vendor_037,60232.344230979055,Services,P004,CC0139,0,9,Quarterly,76744.76626049167
T100253,2024-11-06,INV-536884,PO-378963,V1065,Vendor_065,60266.216148838386,Services,P009,CC0172,1,46,One-off,57251.37924447518
T100254,2025-07-06,INV-435252,PO-115141,V1132,Vendor_132,50000.0,IT Services,P008,CC0199,0,62,Quarterly,64886.18544783304
T100255,2024-06-24,INV-406645,PO-710166,V1028,Vendor_028,50000.0,Utilities,P005,CC0109,0,98,Monthly,40292.43813487518
T100256,2025-07-18,INV-254636,PO-889949,V1135,Vendor_135,50937.705317180036,Logistics,P007,CC0106,0,-6,Ad-hoc,59987.28151072814
T100257,2024-05-25,INV-975631,PO-911865,V1020,Vendor_020,73624.98903532208,Utilities,P010,CC0166,0,67,Quarterly,92536.6683222904
T100258,2024-07-16,INV-399216,PO-868884,V1035,Vendor_035,75408.48312773458,Raw Material,P004,CC0184,0,101,Quarterly,83917.01921567686
T100259,2025-05-13,INV-525462,PO-153136,V1117,Vendor_117,50000.0,Logistics,P009,CC0166,0,90,Ad-hoc,38279.78867932597
T100260,2025-10-11,INV-228007,PO-221406,V1158,Vendor_158,75692.53345994593,Raw Material,P001,CC0199,0,52,Monthly,67814.81883284614
T100261,2024-07-13,INV-290939,PO-883441,V1034,Vendor_034,54663.9944715636,Packaging,P008,CC0103,1,43,One-off,41074.4974528498
T100262,2024-10-15,INV-310895,PO-723645,V1059,Vendor_059,50000.0,Logistics,P006,CC0154,1,69,Quarterly,53052.44362747402
T100263,2026-01-15,INV-973656,PO-298290,V1185,Vendor_185,50000.0,Raw Material,P008,CC0170,0,81,One-off,64944.464274767946
T100264,2026-03-03,INV-258638,PO-448849,V1197,Vendor_197,102692.49538487755,Packaging,P006,CC0168,0,42,Ad-hoc,94975.43860348834
T100265,2025-05-09,INV-562493,PO-874769,V1116,Vendor_116,50000.0,IT Services,P005,CC0103,0,60,Ad-hoc,39888.351275787834
T100266,2025-01-31,INV-589773,PO-935939,V1089,Vendor_089,63344.64173256419,Maintenance,P002,CC0112,0,-10,Monthly,54551.39934448433
T100267,2024-11-19,INV-165753,PO-900311,V1069,Vendor_069,132273.97346007748,Services,P003,CC0199,0,31,Ad-hoc,137893.1281378153
T100268,2025-06-01,INV-415860,PO-514445,V1122,Vendor_122,50000.0,IT Services,P010,CC0135,0,92,Monthly,52068.85360502809
T100269,2025-05-16,INV-172787,PO-797933,V1118,Vendor_118,59938.51346706428,Raw Material,P005,CC0118,0,43,Ad-hoc,50222.03088092382
T100270,2024-10-12,INV-257444,PO-140544,V1058,Vendor_058,50000.0,IT Services,P002,CC0118,0,51,One-off,57521.14221613476
T100271,2024-03-27,INV-707762,PO-931433,V1004,Vendor_004,135079.06745578363,Services,P002,CC0117,0,112,Ad-hoc,101688.51817479037
T100272,2024-06-29,INV-611580,PO-299738,V1030,Vendor_030,57430.66576936661,Logistics,P003,CC0158,0,74,Quarterly,61670.43698271997
T100273,2026-02-08,INV-545315,PO-965041,V1191,Vendor_191,61286.41126404755,Maintenance,P008,CC0150,0,46,Ad-hoc,58554.22440086082
T100274,2025-01-10,INV-292106,PO-114735,V1083,Vendor_083,117847.91694759848,Services,P004,CC0194,0,88,Quarterly,91485.92856909662
T100275,2025-02-26,INV-661807,PO-932666,V1096,Vendor_096,83344.60819153802,Utilities,P005,CC0147,0,99,Quarterly,90064.75489773558
T100276,2025-02-14,INV-914189,PO-574117,V1093,Vendor_093,50000.0,Logistics,P007,CC0102,0,35,Monthly,55191.482545847895
T100277,2025-10-03,INV-864693,PO-561815,V1156,Vendor_156,50000.0,Services,P007,CC0152,0,12,Quarterly,48200.60886893574
T100278,2024-04-27,INV-255876,PO-708905,V1012,Vendor_012,76685.32600218347,Raw Material,P001,CC0149,1,74,Ad-hoc,90396.33190639257
T100279,2024-05-10,INV-713244,PO-517308,V1016,Vendor_016,50000.0,Packaging,P004,CC0132,0,3,Quarterly,50279.49753231456
T100280,2024-09-28,INV-319522,PO-955759,V1055,Vendor_055,50000.0,Services,P008,CC0172,0,84,Ad-hoc,43572.63356295627
T100281,2025-03-01,INV-875610,PO-194685,V1097,Vendor_097,58301.295926734565,IT Services,P008,CC0194,0,52,One-off,74168.62132942505
T100282,2025-07-13,INV-525693,PO-690560,V1134,Vendor_134,50000.0,Packaging,P005,CC0143,0,117,One-off,63321.32113249613
T100283,2025-03-04,INV-768418,PO-294481,V1098,Vendor_098,134341.57151327346,Utilities,P003,CC0172,0,29,Monthly,101746.65712134352
T100284,2025-01-27,INV-585374,PO-133554,V1088,Vendor_088,65407.605248099106,Raw Material,P002,CC0153,0,89,Quarterly,82913.87031059337
T100285,2026-01-24,INV-706959,PO-687128,V1187,Vendor_187,50000.0,Services,P001,CC0172,0,-10,Quarterly,58264.4714221495
T100286,2024-07-06,INV-941402,PO-710049,V1032,Vendor_032,50000.0,Maintenance,P002,CC0145,0,-7,Monthly,38199.32487671704
T100287,2025-05-02,INV-221228,PO-214607,V1114,Vendor_114,50000.0,Logistics,P010,CC0125,0,48,One-off,50579.75815556644
T100288,2025-04-10,INV-913246,PO-754118,V1108,Vendor_108,50000.0,Maintenance,P005,CC0159,0,71,One-off,36048.53930232797
T100289,2025-02-19,INV-534544,PO-948141,V1094,Vendor_094,99524.74655014007,Logistics,P004,CC0139,0,11,Ad-hoc,104830.83300619558
T100290,2025-10-21,INV-227882,PO-725937,V1161,Vendor_161,182753.41656770633,IT Services,P005,CC0106,0,70,Quarterly,230253.3295074978
T100291,2024-09-21,INV-489782,PO-304341,V1053,Vendor_053,86094.28023840784,Utilities,P006,CC0174,0,76,One-off,79286.44756223565
T100292,2026-02-05,INV-150270,PO-176295,V1190,Vendor_190,57181.101572628526,Logistics,P002,CC0154,0,6,Monthly,57477.01974472904
T100293,2024-11-08,INV-586625,PO-179137,V1066,Vendor_066,50000.0,Packaging,P010,CC0160,0,102,Monthly,41826.809777080285
T100294,2025-04-12,INV-525096,PO-656763,V1109,Vendor_109,50000.0,IT Services,P005,CC0151,0,87,Quarterly,51228.387197866774
T100295,2025-03-26,INV-452028,PO-311720,V1104,Vendor_104,995364.712772269,Services,P006,CC0188,0,33,Ad-hoc,198135.35466697978
T100296,2025-11-21,INV-499813,PO-434099,V1169,Vendor_169,54481.99990186219,Logistics,P006,CC0118,1,38,Quarterly,45174.020687017444
T100297,2025-01-25,INV-658392,PO-144020,V1087,Vendor_087,172441.77375630845,Utilities,P010,CC0108,0,25,Ad-hoc,177975.7850196941
T100298,2024-10-04,INV-844046,PO-496570,V1056,Vendor_056,120181.66533583672,Raw Material,P010,CC0153,0,71,Monthly,109700.13752159945
T100299,2024-03-26,INV-453209,PO-249480,V1004,Vendor_004,50000.0,Packaging,P002,CC0187,0,78,Ad-hoc,57436.16234221274
T100300,2024-12-01,INV-115156,PO-485073,V1072,Vendor_072,50000.0,Services,P008,CC0146,0,24,One-off,56061.15985871609
T100301,2025-11-04,INV-601855,PO-628915,V1165,Vendor_165,50000.0,Logistics,P002,CC0141,0,61,Monthly,55963.689683422555
T100302,2024-03-18,INV-950235,PO-964790,V1001,Vendor_001,57530.86227126752,Services,P001,CC0159,0,13,Ad-hoc,53312.80762105812
T100303,2025-12-25,INV-455387,PO-360246,V1179,Vendor_179,58095.464345091576,Logistics,P006,CC0134,0,43,One-off,61556.07066864774
T100304,2025-04-11,INV-210392,PO-388930,V1108,Vendor_108,267833.16518962185,Services,P005,CC0156,0,41,Ad-hoc,292112.5389656238
T100305,2024-06-21,INV-911589,PO-821043,V1028,Vendor_028,50000.0,Maintenance,P005,CC0196,0,39,Quarterly,55424.419171091875
T100306,2024-10-17,INV-477361,PO-957684,V1060,Vendor_060,67136.62276154195,Maintenance,P001,CC0140,0,16,Monthly,70168.09723239967
T100307,2025-04-19,INV-436073,PO-464259,V1110,Vendor_110,4995029.243357195,Logistics,P007,CC0148,0,-7,One-off,99426.36868116759
T100308,2024-10-27,INV-365812,PO-411083,V1063,Vendor_063,59827.098996278044,Logistics,P006,CC0178,0,118,Ad-hoc,50809.907636666496
T100309,2024-05-29,INV-757838,PO-742567,V1021,Vendor_021,63265.17437549195,Utilities,P001,CC0167,0,42,One-off,46403.997819014665
T100310,2025-07-10,INV-231196,PO-776473,V1133,Vendor_133,50000.0,IT Services,P004,CC0135,0,84,Ad-hoc,63875.103616214
T100311,2025-07-14,INV-652361,PO-737463,V1134,Vendor_134,63148.41934514107,Services,P002,CC0152,0,102,Ad-hoc,46505.03684394107
T100312,2024-06-05,INV-413846,PO-675859,V1023,Vendor_023,77319.34779037426,Raw Material,P010,CC0147,0,-6,One-off,96013.10888694016
T100313,2024-10-02,INV-446970,PO-222200,V1056,Vendor_056,70530.4839738189,Utilities,P008,CC0139,0,41,Quarterly,75282.19054162958
T100314,2024-09-05,INV-294120,PO-335992,V1048,Vendor_048,79626.35834095691,Maintenance,P005,CC0142,0,39,Monthly,99632.02152469131
T100315,2025-07-05,INV-826867,PO-150923,V1131,Vendor_131,121334.19387695652,IT Services,P001,CC0101,0,72,Quarterly,126062.87355933108
T100316,2025-08-26,INV-508182,PO-450843,V1146,Vendor_146,95653.0891707748,IT Services,P009,CC0148,0,108,One-off,114076.37491727094
T100317,2025-08-23,INV-934809,PO-857793,V1145,Vendor_145,62046.99164792449,Utilities,P004,CC0131,0,77,Monthly,70285.22871673257
T100318,2026-01-25,INV-845182,PO-301329,V1187,Vendor_187,50000.0,Services,P006,CC0180,0,67,Monthly,50753.36400982012
T100319,2025-09-23,INV-784435,PO-730765,V1153,Vendor_153,50000.0,Packaging,P008,CC0163,0,19,Quarterly,45899.707698608574
T100320,2024-10-31,INV-505192,PO-478750,V1064,Vendor_064,53647.19288989861,IT Services,P004,CC0170,0,53,Monthly,37645.06208353525
T100321,2024-05-28,INV-953728,PO-257482,V1021,Vendor_021,67925.91572864933,Services,P010,CC0126,0,86,Monthly,57773.923331818405
T100322,2025-06-02,INV-626453,PO-300820,V1122,Vendor_122,50000.0,Utilities,P003,CC0104,0,59,One-off,63553.00425421831
T100323,2026-01-08,INV-492675,PO-711992,V1183,Vendor_183,50000.0,Maintenance,P004,CC0138,0,69,Monthly,43263.855435949736
T100324,2026-02-20,INV-412694,PO-811734,V1195,Vendor_195,50000.0,Raw Material,P002,CC0149,0,29,Quarterly,57555.57327986601
T100325,2024-08-26,INV-922365,PO-396520,V1046,Vendor_046,50000.0,Logistics,P004,CC0143,0,50,Quarterly,50254.928435940084
T100326,2024-08-30,INV-328779,PO-925884,V1047,Vendor_047,53237.83720107076,Utilities,P008,CC0112,0,40,One-off,47121.26919141397
T100327,2024-04-07,INV-888599,PO-151078,V1007,Vendor_007,4997778.63857974,Services,P005,CC0120,0,54,Quarterly,64732.803468871425
T100328,2024-06-22,INV-305753,PO-617317,V1028,Vendor_028,50000.0,Utilities,P009,CC0172,0,15,Monthly,36409.23132574382
T100329,2025-04-20,INV-786147,PO-305886,V1110,Vendor_110,50000.0,Services,P009,CC0190,0,74,One-off,52462.31319422071
T100330,2025-04-14,INV-353947,PO-902738,V1109,Vendor_109,50000.0,Raw Material,P004,CC0198,0,82,Ad-hoc,48845.54648029134
T100331,2024-12-06,INV-851679,PO-780223,V1074,Vendor_074,72393.81121391435,Logistics,P008,CC0150,0,88,Ad-hoc,53999.69092384987
T100332,2024-10-23,INV-852043,PO-152795,V1061,Vendor_061,86691.53580845632,Logistics,P005,CC0161,0,20,Quarterly,71820.2724016573
T100333,2025-11-06,INV-757119,PO-451654,V1165,Vendor_165,268759.4136954048,Logistics,P005,CC0160,1,44,Monthly,55827.25921033674
T100334,2025-02-09,INV-992874,PO-771260,V1092,Vendor_092,50000.0,Raw Material,P003,CC0137,0,45,Ad-hoc,38249.858893803
T100335,2025-10-22,INV-561077,PO-590375,V1161,Vendor_161,78332.2664884875,Raw Material,P001,CC0132,0,104,Monthly,92480.25399607138
T100336,2026-02-12,INV-854841,PO-540809,V1192,Vendor_192,50000.0,Logistics,P005,CC0107,0,110,One-off,53751.829818563405
T100337,2024-10-28,INV-597176,PO-222887,V1063,Vendor_063,50000.0,Maintenance,P007,CC0103,0,52,Monthly,38025.727846508205
T100338,2024-08-05,INV-134848,PO-613548,V1040,Vendor_040,108906.96221828641,IT Services,P009,CC0133,0,42,Quarterly,94976.53951582298
T100339,2026-02-04,INV-475917,PO-183394,V1190,Vendor_190,93161.876760466,Maintenance,P005,CC0136,0,-8,Quarterly,72881.16199605985
T100340,2025-06-17,INV-129212,PO-386898,V1126,Vendor_126,80884.2986822199,IT Services,P002,CC0152,0,33,Monthly,95327.06192908592
T100341,2024-10-09,INV-697862,PO-315326,V1058,Vendor_058,95113.13061815489,IT Services,P005,CC0197,0,-1,Quarterly,96994.06649597667
T100342,2025-06-07,INV-237188,PO-691242,V1124,Vendor_124,50000.0,Utilities,P003,CC0188,0,44,Monthly,35084.898101497594
T100343,2025-03-21,INV-392310,PO-525283,V1103,Vendor_103,117820.52528053644,Raw Material,P010,CC0119,0,40,One-off,120853.48343225951
T100344,2026-01-01,INV-884281,PO-482768,V1181,Vendor_181,72840.7666049958,Logistics,P007,CC0151,0,22,Quarterly,72089.2109124423
T100345,2024-09-13,INV-765692,PO-862291,V1051,Vendor_051,99249.35422735389,Maintenance,P010,CC0155,0,116,Monthly,107769.49858866115
T100346,2026-03-04,INV-402437,PO-450670,V1198,Vendor_198,72662.51290112446,Logistics,P004,CC0198,0,85,Monthly,52382.873009597926
T100347,2026-01-23,INV-554603,PO-787051,V1187,Vendor_187,61356.869265574496,Packaging,P005,CC0140,0,73,Ad-hoc,44253.9778964614
T100348,2024-07-20,INV-622942,PO-899290,V1036,Vendor_036,52174.30408789471,Raw Material,P001,CC0136,0,78,Quarterly,47458.83551384031
T100349,2024-07-09,INV-417868,PO-244057,V1032,Vendor_032,71938.88286633341,Logistics,P002,CC0176,0,34,Quarterly,80076.81487569505
T100350,2025-04-04,INV-774839,PO-770135,V1106,Vendor_106,51232.32941007668,Logistics,P004,CC0100,0,22,Quarterly,56352.22484932754
T100351,2024-04-12,INV-232504,PO-164324,V1008,Vendor_008,92405.15536183053,Maintenance,P004,CC0109,0,100,One-off,80111.40231435894
T100352,2024-10-15,INV-483828,PO-677060,V1059,Vendor_059,50000.0,Maintenance,P007,CC0162,0,44,One-off,41482.02633688688
T100353,2025-01-22,INV-329973,PO-302956,V1087,Vendor_087,50000.0,Raw Material,P003,CC0133,0,82,Monthly,55493.76792143188
T100354,2026-02-16,INV-711184,PO-330371,V1193,Vendor_193,166443.572030712,Services,P010,CC0121,0,59,One-off,119218.14481128016
T100355,2026-03-05,INV-676179,PO-867094,V1198,Vendor_198,50000.0,IT Services,P008,CC0182,0,-8,Monthly,51703.49995083364
